Episode;Step;Reward
1;18999;0.03931424460411068
1;19249;0.035435377722978556
1;19499;0.03985481440126892
1;19749;0.04374186388254162
1;19999;0.009245194411277732
1;20249;0.023717188751697503
1;20499;0.03997112504243847
1;20749;0.042163557662069764
1;20999;0.04002771406471726
1;21249;0.039928323319554294
1;21499;0.04580020188391205
1;21749;0.04273036188483235
1;21999;0.013810326075553856
1;22249;0.028462061202526055
1;22499;0.044856387945264545
1;22749;0.04272612697482105
1;22999;0.04265670134723183
1;23249;0.045425620964169466
1;23499;0.04584839205294844
1;23749;0.04265595256388184
1;23999;0.04249931938052174
1;24249;0.04647676396220919
1;24499;0.03979133210182186
1;24749;0.03278857163190838
1;24999;0.036548714256286585
1;25249;0.043397743357717955
1;25499;0.04188353839367624
1;25749;0.012928078985214198
1;25999;0.02511253199577328
1;26249;0.03623188725709912
1;26499;0.00868932149410244
1;26749;0.018508690512180292
1;26999;0.02882317445278164
1;27249;0.04078625953793522
1;27499;0.04260396334379908
1;27749;0.04393254770934578
1;27999;0.04549310664683577
1;28249;0.04564077212512489
1;28499;0.04317524797320362
1;28749;0.046385329878330196
1;28999;0.051372945970296825
1;29249;0.04631794682741162
1;29499;0.046111611193418466
1;29749;0.05305597289502617
1;29999;0.047379889255762066
1;30249;0.04034545487761494
1;30499;0.03702991596460339
1;30749;0.04264742053151127
1;30999;0.04801005086433139
1;31249;0.009965218520164451
1;31499;0.024709299123287166
1;31749;0.03966869666278359
1;31999;0.03768325178921219
1;32249;0.03500126219391819
1;32499;0.03393938756585117
1;32749;0.040515425345301594
1;32999;0.04206307969093319
1;33249;0.0063792481184005365
1;33499;0.020964249885082206
1;33749;0.039176280713081324
1;33999;0.028344991719722712
1;34249;0.028238339638709985
1;34499;0.033808253622055015
1;34749;0.040147873675823176
1;34999;0.048632370969653095
1;35249;0.04760356481224295
1;35499;0.04828461437523361
1;35749;0.048890769398212394
1;35999;0.04314706689715382
1;36249;0.040831516599655115
1;36499;0.04532210893034931
1;36749;0.051019034823775254
1;36999;0.049741497552394834
1;37249;0.04780078372955319
1;37499;0.05118954601734873
1;37749;0.042396633988618815
1;37999;0.03421333721876141
1;38249;0.03135460010766979
1;38499;0.0394808433115482
1;38749;0.04409680674821135
1;38999;0.0062008156538009285
1;39249;0.017204856789112054
1;39499;0.03486032030582424
1;39749;0.016350576198101006
1;39999;0.018572860872745477
1;40249;0.027021130836009943
1;40499;0.033619152671098676
1;40749;0.04295531819611784
1;40999;0.045674926517903766
1;41249;0.0447969555020332
1;41499;0.04967473960518833
1;41749;0.04557991317510601
1;41999;0.04298121622800823
1;42249;0.04768436021208759
1;42499;0.052856964348256555
1;42749;0.04842619738578793
1;42999;0.04677189505696293
1;43249;0.05306798565238711
1;43499;0.04494787446260449
1;43749;0.03612745693922039
1;43999;0.03175066701173779
1;44249;0.038670325940847364
1;44499;0.04427582184821364
1;44749;0.008386571621894798
1;44999;0.021652784860134087
1;45249;0.036326200804114306
1;45499;0.024049648559093438
1;45749;0.025519758379459346
1;45999;0.028933128631114923
1;46249;0.030387601172924005
1;46499;0.041454352727532354
1;46749;0.03934693179130551
1;46999;0.039732173001766166
1;47249;0.04748417140021917
1;47499;0.04200700103342529
1;47749;0.03964290387034412
1;47999;0.04201344615817067
1;48249;0.048073163265734874
1;48499;0.017086832141876184
1;48749;0.03012243351936337
1;48999;0.04166393644213673
1;49249;0.04527047445103523
1;49499;0.03915505922436711
1;49749;0.03393657869696613
1;49999;0.03951975694894787
1;50249;0.04475435694716867
1;50499;0.011304108715057336
1;50749;0.026433220422267877
1;50999;0.042917096903920135
1;51249;0.04030211298763749
1;51499;0.03827191508412357
1;51749;0.03921705774068829
1;51999;0.04388999138996001
1;52249;0.03914535894095894
1;52499;0.021781964516639673
1;52749;0.03245348102450367
1;52999;0.04262237745374438
1;53249;0.015597663736343345
1;53499;0.02283201507329937
1;53749;0.03342624745368954
1;53999;0.04151230669617649
1;54249;0.04706543212328103
1;54499;0.04637533045411106
1;54749;0.04776169844940301
1;54999;0.043507685428857766
1;55249;0.04030641010999676
1;55499;0.04363273522853848
1;55749;0.049070489695668185
1;55999;0.046762910029292074
1;56249;0.0376708014965057
1;56499;0.04773749812543389
1;56749;0.048366018301248516
1;56999;0.0414455837666988
1;57249;0.03890436283349987
1;57499;0.0433672725319862
1;57749;0.0455555201604962
1;57999;0.009983612513542135
1;58249;0.023995128190517388
1;58499;0.03801204702854153
1;58749;0.026829038476943935
1;58999;0.027958425796031916
1;59249;0.03127579978704449
1;59499;0.03653358659744259
1;59749;0.043577818302810156
1;59999;0.04488522551059719
1;60249;0.03077153555154797
1;60499;0.04574562600851055
1;60749;0.04010831183791157
1;60999;0.036155059105157816
1;61249;0.03925636700391766
1;61499;0.04593331712335345
1;61749;0.0439649540096521
1;61999;0.041898453897237745
1;62249;0.045892326916009155
1;62499;0.04189581527411934
1;62749;0.03104527137279507
1;62999;0.031179918265342676
1;63249;0.03883979684710499
1;63499;0.04076831537336108
1;63749;0.008892409420013389
1;63999;0.022634375011920893
1;64249;0.038705038009583914
1;64499;0.011884699678420985
1;64749;0.016919346070289575
1;64999;0.025941499984264337
1;65249;0.03434343106150624
1;65499;0.045202518176892734
1;65749;0.04335740237534043
1;65999;0.042887781104445424
1;66249;0.04876649939492341
1;66499;0.044661030089855155
1;66749;0.04362267843484875
1;66999;0.04863812691569325
1;67249;0.05305299941487607
1;67499;0.04223771981000897
1;67749;0.0471627156347036
1;67999;0.05228368743360039
1;68249;0.04400370038151737
1;68499;0.03731598398685452
1;68749;0.036936168289184536
1;68999;0.04318347043395039
1;69249;0.04493993326127525
1;69499;0.010985959982871971
1;69749;0.02588953516483303
1;69999;0.042050163271278106
1;70249;0.020739488220214805
1;70499;0.024638117766380273
1;70749;0.031073585069179496
1;70999;0.039219327560067144
1;71249;0.043990980191528764
1;71499;0.04167389563322064
1;71749;0.041919688796997034
1;71999;0.047972740615159236
1;72249;0.043161510592699015
1;72499;0.04341228819489475
1;72749;0.04793906352519985
1;72999;0.050142927291244234
1;73249;0.021387876486778222
1;73499;0.03747135988473889
1;73749;0.04672017815560099
1;73999;0.045335348612070045
1;74249;0.039636740750074353
1;74499;0.03869589260816571
1;74749;0.04454856171309944
1;74999;0.04592059171795841
1;75249;0.014535273528099024
1;75499;0.03445113814473148
1;75749;0.04248394324481484
1;75999;0.04101456209123131
1;76249;0.039246017402410474
1;76499;0.04225207484364506
1;76749;0.04520060374438759
1;76999;0.033999936199188195
1;77249;0.035217401301860775
1;77499;0.04265161371827122
1;77749;0.04383278238624331
1;77999;0.03526029876470562
1;78249;0.02353859833478924
1;78499;0.03346286482214924
1;78749;0.04349647826552387
1;78999;0.04067568994164463
1;79249;0.04440422580614682
1;79499;0.04021771541833874
1;79749;0.03431832036972042
1;79999;0.035624544239044154
1;80249;0.04065240277945992
1;80499;0.03799912995696064
1;80749;0.010169537281990014
1;80999;0.023303000545501672
1;81249;0.04049585439302024
1;81499;0.01487181774377819
1;81749;0.017016850328445396
1;81999;0.026925742542743648
1;82249;0.03543591341972348
1;82499;0.04325266667678949
1;82749;0.041906564226746525
1;82999;0.042575332438945734
1;83249;0.04643875016868111
1;83499;0.042511301404237714
1;83749;0.04163884512186047
1;83999;0.04663942224383351
1;84249;0.051053717427793854
1;84499;0.022902196562290155
1;84749;0.03920453853011128
1;84999;0.04692288554310795
1;85249;0.04573490425050255
1;85499;0.04156340799331661
1;85749;0.039480197346210444
1;85999;0.04519066262096163
1;86249;0.04465786042660471
1;86499;0.013009442305564844
1;86749;0.028999514794349632
1;86999;0.04325577450022098
1;87249;0.040202543801069225
1;87499;0.040220461329817735
1;87749;0.04181214003860947
1;87999;0.04400618850290772
1;88249;0.0373831137180328
1;88499;0.03633679962754246
1;88749;0.04401729806363579
1;88999;0.040704478985071145
1;89249;0.02462693891525265
1;89499;0.01353052399158474
1;89749;0.028675851142406426
1;89999;0.04106462868899104
1;90249;0.04227812263220545
1;90499;0.04386335705444213
1;90749;0.04041449717283245
1;90999;0.03793336591720577
1;91249;0.03949047467708584
1;91499;0.0432730599403381
1;91749;0.04032462491691109
1;91999;0.012572748875617944
1;92249;0.02732008538246151
1;92499;0.043153902152925694
1;92749;0.015508298492431603
1;92999;0.019992227768897974
1;93249;0.029421296632289852
1;93499;0.037164209699630704
1;93749;0.04496244933493432
1;93999;0.04296075991392132
1;94249;0.04350023298561569
1;94499;0.04593951917290684
1;94749;0.041042147493362394
1;94999;0.040101075088977776
1;95249;0.045515984213352165
1;95499;0.04985116376578804
1;95749;0.017399994945526086
1;95999;0.03413899383544918
1;96249;0.04476746200621125
1;96499;0.044609502619504894
1;96749;0.04091377846002575
1;96999;0.03816875732541081
1;97249;0.044620873136818374
1;97499;0.04362146548032757
1;97749;0.011089388942718468
1;97999;0.02646829179525372
1;98249;0.04384047268927094
1;98499;0.04125755271911617
1;98749;0.040807684427499734
1;98999;0.04177368833720681
1;99249;0.04450619044750925
1;99499;0.04122331879138943
1;99749;0.029925164496898617
1;99999;0.0409166260719299
1;100249;0.03840718484520909
1;100499;0.026572663998603783
1;100749;0.017314647054672203
1;100999;0.03030451378822323
1;101249;0.041992638921737636
1;101499;0.04516961067952212
1;101749;0.045835131358262116
1;101999;0.04268424502611157
1;102249;0.03962406805753704
1;102499;0.040240938133001294
1;102749;0.04404583844393488
1;102999;0.04348751950114962
1;103249;0.014387254333496056
1;103499;0.029023487782478298
1;103749;0.04463098487854
1;103999;0.023137949323654136
1;104249;0.026583050107955895
1;104499;0.03242876223325726
1;104749;0.0398429378032684
1;104999;0.045299906386434996
1;105249;0.04288604511916634
1;105499;0.043605853906273806
1;105749;0.044693761608004534
1;105999;0.03835655293464657
1;106249;0.034304679846763574
1;106499;0.04061100921630856
1;106749;0.04629735230505463
1;106999;0.012076784586906395
1;107249;0.026034030234813654
1;107499;0.039390014401078186
1;107749;0.031028070217370952
1;107999;0.030103661036491355
1;108249;0.03289047545790669
1;108499;0.026866891896724664
1;108749;0.03982663742303845
1;108999;0.021103292620182
1;109249;0.02993898532390591
1;109499;0.045087486078636684
1;109749;0.042501057042181455
1;109999;0.03935152879953381
1;110249;0.041518234750628435
1;110499;0.04678409485882144
1;110749;0.04149024366438385
1;110999;0.017050157403945887
1;111249;0.032176154768466914
1;111499;0.04233489270359274
1;111749;0.030631649410724604
1;111999;0.03429517961144444
1;112249;0.04019528842568394
1;112499;0.04638341344930228
1;112749;0.04383316590487953
1;112999;0.04449497043192383
1;113249;0.04505732181519266
1;113499;0.040302492594718894
1;113749;0.034926204299926725
1;113999;0.04004869303703305
1;114249;0.04601837462782856
1;114499;0.030139389550685847
1;114749;0.031789132869243585
1;114999;0.038889603233337365
1;115249;0.04515238437838849
1;115499;0.035578042930364574
1;115749;0.03276802740097042
1;115999;0.0345639272689819
1;116249;0.040604224531352484
1;116499;0.02157517812252041
1;116749;0.029686862146854363
1;116999;0.041553254714608155
1;117249;0.019500920093059503
1;117499;0.016507185912132225
1;117749;0.029580178773403132
1;117999;0.03960158704817292
1;118249;0.04093783265948292
1;118499;0.040843961676955184
1;118749;0.04101950629651543
1;118999;0.04630731149613854
1;119249;0.04164455375671383
1;119499;0.04204718238711354
1;119749;0.04689298971593377
1;119999;0.048390601491928066
1;120249;0.01841931483745571
1;120499;0.03753730348348614
1;120749;0.04687809730917212
1;120999;0.04436580306887623
1;121249;0.03994862130880352
1;121499;0.03981003827452656
1;121749;0.045639918661117516
1;121999;0.04435527185946699
1;122249;0.015031127548217737
1;122499;0.03323200262188908
1;122749;0.04164659894108769
1;122999;0.035920152729749646
1;123249;0.03856171435713764
1;123499;0.04203425711989399
1;123749;0.044665609775483575
1;123999;0.0416279840379953
1;124249;0.03926406419873234
1;124499;0.04648719854690131
1;124749;0.038728289222717246
1;124999;0.030627873456478084
1;125249;0.025157152032852136
1;125499;0.03849909297227856
1;125749;0.03784919745326039
1;125999;0.037488006716966595
1;126249;0.041838978706300226
1;126499;0.04056376433968541
1;126749;0.03460691041350361
1;126999;0.03628225392699238
1;127249;0.04146841234564778
1;127499;0.037344563668966255
1;127749;0.010338617777824365
1;127999;0.02363773277997967
1;128249;0.04061355324033644
1;128499;0.011737899398803674
1;128749;0.017102056658267938
1;128999;0.027607674813270533
1;129249;0.036947132563590966
1;129499;0.04356203070878979
1;129749;0.04299279331266877
1;129999;0.04428857035040852
1;130249;0.046194287864863834
1;130499;0.04298357657194134
1;130749;0.043491826868057214
1;130999;0.04859716921150681
1;131249;0.05135808113068339
1;131499;0.03156633815765377
1;131749;0.04586155778765675
1;131999;0.05097408328242596
1;132249;0.04385009772181507
1;132499;0.03919118038415905
1;132749;0.041257791137695274
1;132999;0.0470541092664003
1;133249;0.04330016105473038
1;133499;0.014431492900848351
1;133749;0.03143512002229687
1;133999;0.0404631774038076
1;134249;0.02154375604391094
1;134499;0.02839433244466778
1;134749;0.03557576975822445
1;134999;0.044633591091632806
1;135249;0.04258077136278149
1;135499;0.041020992314815485
1;135749;0.045579152098298034
1;135999;0.04540002561211583
1;136249;0.042037375932931866
1;136499;0.04440585813522335
1;136749;0.0498329157106578
1;136999;0.03937452948689457
1;137249;0.04112996450662609
1;137499;0.0473277364954352
1;137749;0.04574916875958439
1;137999;0.03695566049814221
1;138249;0.03332181862592694
1;138499;0.03961569435000416
1;138749;0.04382817979007956
1;138999;0.008085428094863855
1;139249;0.021756939506530727
1;139499;0.03718392281830307
1;139749;0.016971079921722376
1;139999;0.019875796055793725
1;140249;0.026447959160804713
1;140499;0.03409835464358326
1;140749;0.04251954249143597
1;140999;0.042276868885755506
1;141249;0.04223420686125752
1;141499;0.0464885280564427
1;141749;0.04120246983170506
1;141999;0.03482206157445904
1;142249;0.038466774588823284
1;142499;0.04639492995142933
1;142749;0.022042475557327232
1;142999;0.03107202789783474
1;143249;0.039215857452154126
1;143499;0.044383595800399744
1;143749;0.03992714128494259
1;143999;0.03391099191308018
1;144249;0.03822032279372212
1;144499;0.04379782485580068
1;144749;0.011937360382080042
1;144999;0.024515212988853417
1;145249;0.04090841609090563
1;145499;0.027803780055046044
1;145749;0.029167246735095943
1;145999;0.03286502874493595
1;146249;0.040378113380074465
1;146499;0.043148872731626
1;146749;0.03881780496835705
1;146999;0.04018463148772713
1;147249;0.04503535321950909
1;147499;0.03584755129218098
1;147749;0.03181537232398983
1;147999;0.038393315589427914
1;148249;0.044989439854770864
1;148499;0.01462218306064602
1;148749;0.027168993568420372
1;148999;0.04003195642530914
1;149249;0.03815967767536636
1;149499;0.036132293856143916
1;149749;0.03573470852375027
1;149999;0.04219877953678366
1;150249;0.04052381209135052
1;150499;0.00916326484680172
1;150749;0.02528330377340313
1;150999;0.042471853373944726
1;151249;0.040604654988646474
1;151499;0.04083697452247139
1;151749;0.04195965929925438
1;151999;0.04571621474847194
1;152249;0.04241915634870526
1;152499;0.02956370702981945
1;152749;0.041737589901685676
1;152999;0.04145912556946274
1;153249;0.03599667689800259
1;153499;0.0381335429012775
1;153749;0.043249185672402345
1;153999;0.04293644196391102
1;154249;0.013257966852188073
1;154499;0.029780310308933224
1;154749;0.04248071276620027
1;154999;0.036087826555967296
1;155249;0.037898629820346794
1;155499;0.03981501824259755
1;155749;0.045462986557185614
1;155999;0.041048144465684853
1;156249;0.027871861970424617
1;156499;0.04049358843863007
1;156749;0.041374219125509225
1;156999;0.036585891163349114
1;157249;0.038928545928001365
1;157499;0.04400883625298735
1;157749;0.04266689858436581
1;157999;0.013838221049308739
1;158249;0.029040303742885555
1;158499;0.04368614997752007
1;158749;0.01931711724996563
1;158999;0.02462673625946041
1;159249;0.03238483211994168
1;159499;0.03964917725920673
1;159749;0.04755946706086393
1;159999;0.04689305490851399
1;160249;0.049784834669344094
1;160499;0.045478051444888076
1;160749;0.04133708170652386
1;160999;0.041478088414669004
1;161249;0.04761558725535866
1;161499;0.052632702244818176
1;161749;0.032636439716815915
1;161999;0.04229686773419376
1;162249;0.04805844157040116
1;162499;0.04743273026347157
1;162749;0.041276086783409084
1;162999;0.041530685043334924
1;163249;0.04668257339894768
1;163499;0.04432916297614571
1;163749;0.01224895856380459
1;163999;0.02937929323911663
1;164249;0.04255985832810398
1;164499;0.03776413938999172
1;164749;0.03809355116486546
1;164999;0.04150548382699486
1;165249;0.04439441562667486
1;165499;0.04038244067728516
1;165749;0.038365617311000785
1;165999;0.045163606489449705
1;166249;0.04059005296826359
1;166499;0.025706395423412284
1;166749;0.015988407945632898
1;166999;0.031132393991947137
1;167249;0.04336167779788371
1;167499;0.04295856553167101
1;167749;0.044703064635768494
1;167999;0.04031594089269634
1;168249;0.0368289156913757
1;168499;0.038327131336927375
1;168749;0.042224845765531024
1;168999;0.03937014519274231
1;169249;0.011479921555519065
1;169499;0.026144683277606925
1;169749;0.04215286741768938
1;169999;0.014623919045925103
1;170249;0.01855410478115078
1;170499;0.028651192700862846
1;170749;0.03681512466669079
1;170999;0.04370660084336993
1;171249;0.042376454463601075
1;171499;0.042465443825721705
1;171749;0.046322657270729505
1;171999;0.041881953096389736
1;172249;0.042085228031873666
1;172499;0.046992529100179634
1;172749;0.04973186777010556
1;172999;0.019656775808334314
1;173249;0.03999986640214916
1;173499;0.04709228287488219
1;173749;0.04413350886702534
1;173999;0.04061395592093464
1;174249;0.03944662130475041
1;174499;0.04531102228015658
1;174749;0.04431086919307705
1;174999;0.013424678063392603
